epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
130,389.464,1.3886,0.89498,0.00587,0.76862,0.66771,0.70792,0.40396,1.64159,1.23199,0.00942,0.0280843,0.00936145,0.0280843,0.00936145,0.0280843,0.00936145,0.0280843,0.00936145
131,392.4,1.37033,0.88491,0.00597,0.76774,0.65944,0.72469,0.41334,1.62736,1.18922,0.00956,0.0280695,0.0093565,0.0280695,0.0093565,0.0280695,0.0093565,0.0280695,0.0093565
132,395.336,1.37309,0.90224,0.00628,0.79734,0.62992,0.71532,0.40467,1.63748,1.20741,0.00944,0.0280546,0.00935155,0.0280546,0.00935155,0.0280546,0.00935155,0.0280546,0.00935155
133,398.266,1.38978,0.87879,0.00585,0.73056,0.63629,0.68562,0.3892,1.64468,1.24026,0.00958,0.0280398,0.0093466,0.0280398,0.0093466,0.0280398,0.0093466,0.0280398,0.0093466
134,401.203,1.38999,0.90211,0.00594,0.71802,0.62596,0.68953,0.39553,1.65358,1.2703,0.00962,0.0280249,0.00934165,0.0280249,0.00934165,0.0280249,0.00934165,0.0280249,0.00934165
135,404.121,1.37547,0.89324,0.00563,0.7868,0.62236,0.70512,0.41086,1.6491,1.21274,0.00964,0.0280101,0.0093367,0.0280101,0.0093367,0.0280101,0.0093367,0.0280101,0.0093367
136,407.065,1.374,0.86569,0.00564,0.73106,0.66555,0.70515,0.39534,1.65043,1.24084,0.00965,0.0279952,0.00933175,0.0279952,0.00933175,0.0279952,0.00933175,0.0279952,0.00933175
137,409.995,1.39459,0.85327,0.00595,0.76662,0.67265,0.71563,0.40386,1.64921,1.20044,0.00968,0.0279804,0.0093268,0.0279804,0.0093268,0.0279804,0.0093268,0.0279804,0.0093268
138,412.936,1.38038,0.85647,0.00591,0.72909,0.66086,0.70929,0.39851,1.6562,1.24169,0.00966,0.0279655,0.00932185,0.0279655,0.00932185,0.0279655,0.00932185,0.0279655,0.00932185
139,415.902,1.40338,0.84834,0.00568,0.74683,0.65228,0.70632,0.3958,1.63696,1.25004,0.00954,0.0279507,0.0093169,0.0279507,0.0093169,0.0279507,0.0093169,0.0279507,0.0093169
140,418.899,1.36091,0.83746,0.00573,0.73839,0.67064,0.70753,0.39277,1.64059,1.20921,0.00962,0.0279358,0.00931195,0.0279358,0.00931195,0.0279358,0.00931195,0.0279358,0.00931195
141,421.859,1.37963,0.85559,0.00579,0.80673,0.65277,0.71056,0.40041,1.62926,1.20441,0.00945,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
142,424.819,1.34429,0.81412,0.00587,0.7871,0.64909,0.71345,0.4072,1.61959,1.22355,0.00934,0.0279061,0.00930205,0.0279061,0.00930205,0.0279061,0.00930205,0.0279061,0.00930205
143,427.762,1.35788,0.84076,0.00575,0.77576,0.641,0.6981,0.39161,1.64316,1.25443,0.00959,0.0278913,0.0092971,0.0278913,0.0092971,0.0278913,0.0092971,0.0278913,0.0092971
144,430.69,1.34731,0.83615,0.00571,0.7452,0.65472,0.69896,0.3979,1.65108,1.20505,0.00961,0.0278765,0.00929215,0.0278765,0.00929215,0.0278765,0.00929215,0.0278765,0.00929215
145,433.641,1.3872,0.84891,0.00567,0.77774,0.66136,0.70582,0.40361,1.62417,1.19582,0.00944,0.0278616,0.0092872,0.0278616,0.0092872,0.0278616,0.0092872,0.0278616,0.0092872
146,436.576,1.37316,0.84406,0.00579,0.77077,0.65506,0.71231,0.40618,1.63071,1.22836,0.00938,0.0278467,0.00928225,0.0278467,0.00928225,0.0278467,0.00928225,0.0278467,0.00928225
147,439.476,1.36156,0.83816,0.00581,0.75216,0.68078,0.71302,0.40398,1.64287,1.1961,0.00943,0.0278319,0.0092773,0.0278319,0.0092773,0.0278319,0.0092773,0.0278319,0.0092773
148,442.421,1.36893,0.82639,0.00579,0.72758,0.69436,0.70668,0.4016,1.63093,1.20359,0.00933,0.027817,0.00927235,0.027817,0.00927235,0.027817,0.00927235,0.027817,0.00927235
149,445.412,1.37182,0.8361,0.00554,0.76493,0.65335,0.71107,0.41137,1.6598,1.21689,0.00942,0.0278022,0.0092674,0.0278022,0.0092674,0.0278022,0.0092674,0.0278022,0.0092674
150,448.335,1.34283,0.80906,0.00583,0.7776,0.66134,0.71616,0.40945,1.66157,1.18331,0.00953,0.0277873,0.00926245,0.0277873,0.00926245,0.0277873,0.00926245,0.0277873,0.00926245
151,451.243,1.31698,0.82818,0.0059,0.73054,0.67199,0.71048,0.40713,1.65619,1.18926,0.00958,0.0277725,0.0092575,0.0277725,0.0092575,0.0277725,0.0092575,0.0277725,0.0092575
152,454.182,1.35353,0.83717,0.00582,0.76626,0.65977,0.71202,0.4091,1.64889,1.20565,0.00947,0.0277576,0.00925255,0.0277576,0.00925255,0.0277576,0.00925255,0.0277576,0.00925255
153,457.17,1.33031,0.78751,0.00558,0.75621,0.64402,0.72001,0.40564,1.63506,1.23984,0.00941,0.0277428,0.0092476,0.0277428,0.0092476,0.0277428,0.0092476,0.0277428,0.0092476
154,460.104,1.33748,0.80727,0.00585,0.79022,0.63421,0.70729,0.39968,1.65131,1.19688,0.00965,0.0277279,0.00924265,0.0277279,0.00924265,0.0277279,0.00924265,0.0277279,0.00924265
155,463.048,1.34971,0.80768,0.00569,0.74179,0.67608,0.71085,0.40491,1.64841,1.24454,0.00928,0.0277131,0.0092377,0.0277131,0.0092377,0.0277131,0.0092377,0.0277131,0.0092377
156,465.995,1.34295,0.81729,0.00553,0.77191,0.66734,0.72417,0.41417,1.62615,1.19042,0.00926,0.0276982,0.00923275,0.0276982,0.00923275,0.0276982,0.00923275,0.0276982,0.00923275
157,468.95,1.36171,0.8194,0.00546,0.77763,0.67351,0.71548,0.39899,1.62185,1.2124,0.00938,0.0276834,0.0092278,0.0276834,0.0092278,0.0276834,0.0092278,0.0276834,0.0092278
158,471.895,1.33643,0.81829,0.00542,0.76134,0.63269,0.70229,0.39914,1.65966,1.254,0.00944,0.0276686,0.00922285,0.0276686,0.00922285,0.0276686,0.00922285,0.0276686,0.00922285
159,474.878,1.34484,0.81063,0.00553,0.76849,0.65814,0.69558,0.40815,1.60356,1.22794,0.0092,0.0276537,0.0092179,0.0276537,0.0092179,0.0276537,0.0092179,0.0276537,0.0092179
160,477.822,1.33179,0.82426,0.00558,0.76764,0.65264,0.70543,0.41448,1.61549,1.22577,0.00919,0.0276388,0.00921295,0.0276388,0.00921295,0.0276388,0.00921295,0.0276388,0.00921295
161,480.747,1.31953,0.81588,0.00589,0.73679,0.64144,0.68879,0.39934,1.62503,1.20612,0.00934,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
162,483.681,1.35947,0.82131,0.0058,0.76533,0.63565,0.69248,0.39373,1.65192,1.2641,0.00955,0.0276091,0.00920305,0.0276091,0.00920305,0.0276091,0.00920305,0.0276091,0.00920305
163,486.621,1.31784,0.79639,0.00564,0.73259,0.66061,0.69709,0.39931,1.65537,1.23079,0.00959,0.0275943,0.0091981,0.0275943,0.0091981,0.0275943,0.0091981,0.0275943,0.0091981
164,489.569,1.33904,0.78183,0.00559,0.75017,0.65696,0.69446,0.4053,1.64604,1.20461,0.0095,0.0275794,0.00919315,0.0275794,0.00919315,0.0275794,0.00919315,0.0275794,0.00919315
165,492.52,1.32506,0.78903,0.00554,0.76584,0.65975,0.71932,0.41468,1.63497,1.20024,0.0094,0.0275646,0.0091882,0.0275646,0.0091882,0.0275646,0.0091882,0.0275646,0.0091882
166,495.45,1.30466,0.81162,0.00578,0.81068,0.65274,0.71281,0.41024,1.6595,1.21308,0.00956,0.0275497,0.00918325,0.0275497,0.00918325,0.0275497,0.00918325,0.0275497,0.00918325
167,498.376,1.34425,0.79175,0.0053,0.76999,0.65648,0.71006,0.39333,1.66474,1.25912,0.00964,0.0275349,0.0091783,0.0275349,0.0091783,0.0275349,0.0091783,0.0275349,0.0091783
168,501.33,1.34759,0.77258,0.00548,0.72904,0.66663,0.70968,0.41219,1.63962,1.2485,0.00949,0.0275201,0.00917335,0.0275201,0.00917335,0.0275201,0.00917335,0.0275201,0.00917335
169,504.313,1.32889,0.80458,0.00546,0.76488,0.63849,0.70836,0.40717,1.66083,1.23857,0.00948,0.0275052,0.0091684,0.0275052,0.0091684,0.0275052,0.0091684,0.0275052,0.0091684
170,507.249,1.29087,0.78098,0.00562,0.79813,0.63525,0.71059,0.40251,1.66684,1.23892,0.0096,0.0274903,0.00916345,0.0274903,0.00916345,0.0274903,0.00916345,0.0274903,0.00916345
171,510.177,1.33607,0.81239,0.00554,0.82926,0.62154,0.71327,0.40795,1.65855,1.25417,0.00954,0.0274755,0.0091585,0.0274755,0.0091585,0.0274755,0.0091585,0.0274755,0.0091585
172,513.136,1.34814,0.81325,0.00551,0.75532,0.64047,0.7008,0.39841,1.66506,1.23865,0.00953,0.0274606,0.00915355,0.0274606,0.00915355,0.0274606,0.00915355,0.0274606,0.00915355
173,516.09,1.373,0.8401,0.00536,0.71817,0.67186,0.69246,0.40215,1.64763,1.26095,0.00948,0.0274458,0.0091486,0.0274458,0.0091486,0.0274458,0.0091486,0.0274458,0.0091486
174,519.027,1.31132,0.78763,0.00548,0.77701,0.6303,0.7084,0.4157,1.64641,1.21053,0.00947,0.0274309,0.00914365,0.0274309,0.00914365,0.0274309,0.00914365,0.0274309,0.00914365
175,521.976,1.29687,0.78247,0.00553,0.73914,0.67376,0.70423,0.40001,1.65859,1.20587,0.00968,0.0274161,0.0091387,0.0274161,0.0091387,0.0274161,0.0091387,0.0274161,0.0091387
176,524.903,1.28475,0.77767,0.00577,0.76233,0.66355,0.71087,0.40996,1.65542,1.19539,0.00954,0.0274012,0.00913375,0.0274012,0.00913375,0.0274012,0.00913375,0.0274012,0.00913375
177,527.851,1.29392,0.77142,0.00535,0.73924,0.62391,0.68787,0.40365,1.62425,1.22033,0.00924,0.0273864,0.0091288,0.0273864,0.0091288,0.0273864,0.0091288,0.0273864,0.0091288
178,530.798,1.28609,0.76173,0.00538,0.73292,0.68029,0.69392,0.40063,1.65422,1.20762,0.00938,0.0273715,0.00912385,0.0273715,0.00912385,0.0273715,0.00912385,0.0273715,0.00912385
179,533.792,1.30478,0.7829,0.00535,0.72248,0.66897,0.69773,0.40583,1.65653,1.23659,0.0094,0.0273567,0.0091189,0.0273567,0.0091189,0.0273567,0.0091189,0.0273567,0.0091189
180,536.752,1.31319,0.76844,0.00539,0.7378,0.68366,0.71261,0.41194,1.65291,1.21031,0.00936,0.0273418,0.00911395,0.0273418,0.00911395,0.0273418,0.00911395,0.0273418,0.00911395
181,539.7,1.29505,0.74679,0.00529,0.77778,0.64157,0.69488,0.4052,1.67612,1.26697,0.00963,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
182,542.636,1.3105,0.78118,0.0054,0.78296,0.63866,0.70392,0.40548,1.64111,1.2129,0.00948,0.0273122,0.00910405,0.0273122,0.00910405,0.0273122,0.00910405,0.0273122,0.00910405
183,545.562,1.34057,0.7987,0.00537,0.75792,0.67477,0.70261,0.40608,1.63503,1.29043,0.00943,0.0272973,0.0090991,0.0272973,0.0090991,0.0272973,0.0090991,0.0272973,0.0090991
184,548.491,1.35161,0.80633,0.00543,0.78152,0.63886,0.68731,0.39783,1.64766,1.28788,0.00933,0.0272824,0.00909415,0.0272824,0.00909415,0.0272824,0.00909415,0.0272824,0.00909415
185,551.42,1.31053,0.7692,0.00533,0.74665,0.65312,0.70293,0.40097,1.63524,1.21339,0.00936,0.0272676,0.0090892,0.0272676,0.0090892,0.0272676,0.0090892,0.0272676,0.0090892
186,554.366,1.32835,0.76859,0.00527,0.74769,0.66293,0.70784,0.40326,1.64287,1.21889,0.00947,0.0272527,0.00908425,0.0272527,0.00908425,0.0272527,0.00908425,0.0272527,0.00908425
187,557.319,1.28947,0.75541,0.00523,0.7337,0.66798,0.69028,0.39738,1.64359,1.23844,0.00942,0.0272379,0.0090793,0.0272379,0.0090793,0.0272379,0.0090793,0.0272379,0.0090793
188,560.257,1.26881,0.75074,0.00522,0.7276,0.6632,0.6899,0.39926,1.63773,1.20968,0.00939,0.027223,0.00907435,0.027223,0.00907435,0.027223,0.00907435,0.027223,0.00907435
189,563.239,1.29747,0.735,0.00514,0.7683,0.66109,0.70173,0.40617,1.64633,1.19791,0.00945,0.0272082,0.0090694,0.0272082,0.0090694,0.0272082,0.0090694,0.0272082,0.0090694
190,566.169,1.29227,0.76887,0.00548,0.74957,0.65154,0.69387,0.39974,1.64403,1.22561,0.00939,0.0271933,0.00906445,0.0271933,0.00906445,0.0271933,0.00906445,0.0271933,0.00906445
191,569.091,1.29976,0.77006,0.00536,0.74554,0.66435,0.70565,0.40567,1.62581,1.21496,0.00929,0.0271785,0.0090595,0.0271785,0.0090595,0.0271785,0.0090595,0.0271785,0.0090595
192,572.037,1.26155,0.71961,0.00519,0.77332,0.66754,0.70481,0.40507,1.63079,1.21057,0.00932,0.0271637,0.00905455,0.0271637,0.00905455,0.0271637,0.00905455,0.0271637,0.00905455
193,575.003,1.26163,0.75689,0.00539,0.7848,0.65247,0.71793,0.41285,1.62363,1.19102,0.00935,0.0271488,0.0090496,0.0271488,0.0090496,0.0271488,0.0090496,0.0271488,0.0090496
194,577.947,1.28069,0.75256,0.0052,0.79878,0.61911,0.70924,0.40522,1.63665,1.18617,0.00946,0.0271339,0.00904465,0.0271339,0.00904465,0.0271339,0.00904465,0.0271339,0.00904465
195,580.889,1.314,0.76945,0.00539,0.75907,0.64814,0.70477,0.4055,1.62471,1.20428,0.00938,0.0271191,0.0090397,0.0271191,0.0090397,0.0271191,0.0090397,0.0271191,0.0090397
196,583.838,1.27155,0.72956,0.00522,0.79671,0.6432,0.69472,0.39678,1.63892,1.24567,0.00951,0.0271042,0.00903475,0.0271042,0.00903475,0.0271042,0.00903475,0.0271042,0.00903475
197,586.794,1.31222,0.75515,0.00553,0.78501,0.65098,0.70004,0.40538,1.64661,1.21936,0.00957,0.0270894,0.0090298,0.0270894,0.0090298,0.0270894,0.0090298,0.0270894,0.0090298
198,589.769,1.27258,0.74419,0.00524,0.72539,0.66002,0.68779,0.39927,1.64928,1.23212,0.00954,0.0270745,0.00902485,0.0270745,0.00902485,0.0270745,0.00902485,0.0270745,0.00902485
199,592.717,1.29189,0.75678,0.00509,0.72377,0.66149,0.68722,0.40216,1.65872,1.21934,0.00944,0.0270597,0.0090199,0.0270597,0.0090199,0.0270597,0.0090199,0.0270597,0.0090199
200,595.66,1.31829,0.769,0.00525,0.7836,0.64587,0.69921,0.40243,1.64302,1.24265,0.00948,0.0270448,0.00901495,0.0270448,0.00901495,0.0270448,0.00901495,0.0270448,0.00901495
201,598.591,1.27529,0.76324,0.00513,0.78879,0.63732,0.7013,0.40077,1.66589,1.24846,0.00959,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
202,601.538,1.24308,0.72615,0.00531,0.76147,0.66943,0.71149,0.41098,1.6416,1.20469,0.00948,0.0270151,0.00900505,0.0270151,0.00900505,0.0270151,0.00900505,0.0270151,0.00900505
203,604.452,1.23328,0.73814,0.00515,0.78384,0.6585,0.71216,0.41285,1.65587,1.21201,0.00958,0.0270003,0.0090001,0.0270003,0.0090001,0.0270003,0.0090001,0.0270003,0.0090001
204,607.406,1.28792,0.7439,0.00527,0.7653,0.64643,0.70464,0.40412,1.65502,1.22644,0.00943,0.0269854,0.00899515,0.0269854,0.00899515,0.0269854,0.00899515,0.0269854,0.00899515
205,610.342,1.25853,0.72662,0.00525,0.78244,0.6518,0.71533,0.41088,1.64679,1.19489,0.00959,0.0269706,0.0089902,0.0269706,0.0089902,0.0269706,0.0089902,0.0269706,0.0089902
206,613.298,1.31246,0.74042,0.0051,0.74115,0.66411,0.71038,0.40484,1.6432,1.20444,0.00932,0.0269558,0.00898525,0.0269558,0.00898525,0.0269558,0.00898525,0.0269558,0.00898525
207,616.216,1.23192,0.71259,0.00526,0.75711,0.69922,0.7173,0.40997,1.64681,1.16455,0.00948,0.0269409,0.0089803,0.0269409,0.0089803,0.0269409,0.0089803,0.0269409,0.0089803
208,619.172,1.31552,0.75782,0.00547,0.84934,0.64004,0.73588,0.42411,1.6417,1.16673,0.00938,0.026926,0.00897535,0.026926,0.00897535,0.026926,0.00897535,0.026926,0.00897535
209,622.095,1.22828,0.71989,0.00509,0.82443,0.64366,0.71576,0.41121,1.63141,1.21309,0.00943,0.0269112,0.0089704,0.0269112,0.0089704,0.0269112,0.0089704,0.0269112,0.0089704
210,624.995,1.26439,0.73731,0.00503,0.78076,0.67141,0.7178,0.40804,1.65645,1.19477,0.00961,0.0268963,0.00896545,0.0268963,0.00896545,0.0268963,0.00896545,0.0268963,0.00896545
211,627.938,1.26858,0.75775,0.005,0.76829,0.66195,0.704,0.4151,1.64044,1.21838,0.00946,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605
212,630.866,1.28724,0.7361,0.00522,0.75913,0.63999,0.68296,0.39179,1.67152,1.26171,0.00952,0.0268666,0.00895555,0.0268666,0.00895555,0.0268666,0.00895555,0.0268666,0.00895555
213,633.788,1.25743,0.72798,0.00543,0.77573,0.6457,0.69416,0.39241,1.65949,1.25522,0.00953,0.0268518,0.0089506,0.0268518,0.0089506,0.0268518,0.0089506,0.0268518,0.0089506
214,636.712,1.27203,0.72898,0.00501,0.77077,0.62446,0.67415,0.38648,1.67051,1.26207,0.00972,0.0268369,0.00894565,0.0268369,0.00894565,0.0268369,0.00894565,0.0268369,0.00894565
215,639.658,1.28341,0.72714,0.00508,0.7415,0.6931,0.71917,0.4139,1.63593,1.20761,0.00942,0.0268221,0.0089407,0.0268221,0.0089407,0.0268221,0.0089407,0.0268221,0.0089407
216,642.579,1.21722,0.70523,0.00518,0.77477,0.62085,0.69933,0.39734,1.64525,1.23663,0.00966,0.0268072,0.00893575,0.0268072,0.00893575,0.0268072,0.00893575,0.0268072,0.00893575
217,645.53,1.2704,0.72605,0.00515,0.75649,0.66024,0.70505,0.39711,1.66182,1.24984,0.00968,0.0267924,0.0089308,0.0267924,0.0089308,0.0267924,0.0089308,0.0267924,0.0089308
218,648.531,1.24416,0.71184,0.0051,0.78551,0.65581,0.71041,0.39718,1.65553,1.23599,0.00973,0.0267775,0.00892585,0.0267775,0.00892585,0.0267775,0.00892585,0.0267775,0.00892585
219,651.476,1.23292,0.69558,0.00518,0.73742,0.65906,0.70338,0.40386,1.66236,1.28188,0.0097,0.0267627,0.0089209,0.0267627,0.0089209,0.0267627,0.0089209,0.0267627,0.0089209
220,654.423,1.2764,0.71817,0.00525,0.73805,0.65786,0.68526,0.39168,1.6586,1.24631,0.0096,0.0267478,0.00891595,0.0267478,0.00891595,0.0267478,0.00891595,0.0267478,0.00891595
221,657.35,1.22875,0.69522,0.00501,0.70402,0.66711,0.68898,0.40038,1.6388,1.23482,0.00947,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
222,660.302,1.19992,0.68763,0.00513,0.75791,0.65229,0.7071,0.40221,1.66735,1.19951,0.00948,0.0267181,0.00890605,0.0267181,0.00890605,0.0267181,0.00890605,0.0267181,0.00890605
223,663.242,1.2749,0.73408,0.00509,0.7765,0.65874,0.71409,0.41025,1.65915,1.20273,0.00956,0.0267033,0.0089011,0.0267033,0.0089011,0.0267033,0.0089011,0.0267033,0.0089011
224,666.192,1.25678,0.69742,0.00517,0.76968,0.67811,0.72445,0.39552,1.67305,1.2122,0.00971,0.0266884,0.00889615,0.0266884,0.00889615,0.0266884,0.00889615,0.0266884,0.00889615
225,669.111,1.20864,0.68942,0.00504,0.80924,0.64853,0.71414,0.39874,1.67627,1.25271,0.00969,0.0266736,0.0088912,0.0266736,0.0088912,0.0266736,0.0088912,0.0266736,0.0088912
226,672.073,1.2514,0.69854,0.00515,0.78819,0.66461,0.72709,0.4133,1.68244,1.25323,0.00985,0.0266587,0.00888625,0.0266587,0.00888625,0.0266587,0.00888625,0.0266587,0.00888625
227,675.028,1.25721,0.69036,0.00522,0.7744,0.67969,0.71559,0.41483,1.65782,1.2672,0.00955,0.0266439,0.0088813,0.0266439,0.0088813,0.0266439,0.0088813,0.0266439,0.0088813
228,678.012,1.27761,0.71505,0.00496,0.76284,0.66184,0.70634,0.40465,1.67362,1.27323,0.00958,0.026629,0.00887635,0.026629,0.00887635,0.026629,0.00887635,0.026629,0.00887635
229,680.928,1.21769,0.68877,0.00501,0.7277,0.66478,0.68917,0.38428,1.69526,1.31777,0.00979,0.0266142,0.0088714,0.0266142,0.0088714,0.0266142,0.0088714,0.0266142,0.0088714
230,683.853,1.19516,0.66271,0.00492,0.76812,0.64145,0.69706,0.39712,1.68148,1.25441,0.0098,0.0265993,0.00886645,0.0265993,0.00886645,0.0265993,0.00886645,0.0265993,0.00886645
231,686.766,1.23173,0.69331,0.0051,0.74605,0.66631,0.69742,0.40038,1.69203,1.24115,0.00973,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615
232,689.7,1.23926,0.67268,0.00516,0.77713,0.60671,0.67991,0.38768,1.67735,1.24458,0.00976,0.0265696,0.00885655,0.0265696,0.00885655,0.0265696,0.00885655,0.0265696,0.00885655
233,692.624,1.21627,0.6814,0.00497,0.74054,0.62339,0.68498,0.39411,1.64159,1.23092,0.00946,0.0265548,0.0088516,0.0265548,0.0088516,0.0265548,0.0088516,0.0265548,0.0088516
234,695.566,1.19196,0.66664,0.00506,0.76993,0.65498,0.7066,0.40299,1.63969,1.21917,0.00948,0.0265399,0.00884665,0.0265399,0.00884665,0.0265399,0.00884665,0.0265399,0.00884665
235,698.552,1.22262,0.67749,0.00482,0.71293,0.66538,0.68886,0.3978,1.65719,1.26589,0.00963,0.0265251,0.0088417,0.0265251,0.0088417,0.0265251,0.0088417,0.0265251,0.0088417
236,701.505,1.20601,0.67556,0.00487,0.73601,0.65893,0.70337,0.39893,1.67779,1.29859,0.00987,0.0265103,0.00883675,0.0265103,0.00883675,0.0265103,0.00883675,0.0265103,0.00883675
237,704.474,1.22267,0.6756,0.00499,0.74311,0.66675,0.71561,0.40687,1.66189,1.25103,0.00962,0.0264954,0.0088318,0.0264954,0.0088318,0.0264954,0.0088318,0.0264954,0.0088318
238,707.397,1.25476,0.69756,0.00526,0.80782,0.64025,0.71668,0.40353,1.65377,1.22139,0.00951,0.0264805,0.00882685,0.0264805,0.00882685,0.0264805,0.00882685,0.0264805,0.00882685
239,710.335,1.23288,0.70434,0.00509,0.78847,0.63838,0.67608,0.39997,1.63891,1.30828,0.00945,0.0264657,0.0088219,0.0264657,0.0088219,0.0264657,0.0088219,0.0264657,0.0088219
240,713.261,1.27375,0.73169,0.00527,0.83603,0.64481,0.70253,0.40538,1.6502,1.28599,0.00959,0.0264508,0.00881695,0.0264508,0.00881695,0.0264508,0.00881695,0.0264508,0.00881695
241,716.188,1.25554,0.70196,0.00486,0.77154,0.66089,0.69223,0.4,1.63886,1.25138,0.00941,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
242,719.115,1.2422,0.69616,0.005,0.76637,0.65934,0.69942,0.3935,1.66011,1.25095,0.00951,0.0264211,0.00880705,0.0264211,0.00880705,0.0264211,0.00880705,0.0264211,0.00880705
243,722.046,1.25247,0.69319,0.00504,0.77265,0.65113,0.70243,0.40222,1.67364,1.24592,0.00958,0.0264063,0.0088021,0.0264063,0.0088021,0.0264063,0.0088021,0.0264063,0.0088021
244,724.997,1.23712,0.68564,0.00496,0.74858,0.66217,0.71383,0.41015,1.67041,1.22189,0.00952,0.0263915,0.00879715,0.0263915,0.00879715,0.0263915,0.00879715,0.0263915,0.00879715
245,727.906,1.1998,0.67288,0.00532,0.76862,0.68045,0.70738,0.4083,1.66248,1.27137,0.00962,0.0263766,0.0087922,0.0263766,0.0087922,0.0263766,0.0087922,0.0263766,0.0087922
246,730.871,1.21132,0.67472,0.00492,0.78193,0.67474,0.72725,0.41397,1.67691,1.23212,0.00971,0.0263617,0.00878725,0.0263617,0.00878725,0.0263617,0.00878725,0.0263617,0.00878725
247,733.862,1.22597,0.69367,0.00511,0.77084,0.67039,0.72477,0.41261,1.6502,1.22109,0.00949,0.0263469,0.0087823,0.0263469,0.0087823,0.0263469,0.0087823,0.0263469,0.0087823
248,736.811,1.21394,0.6844,0.00507,0.74524,0.64838,0.7069,0.40485,1.68593,1.24675,0.00971,0.026332,0.00877735,0.026332,0.00877735,0.026332,0.00877735,0.026332,0.00877735
249,739.756,1.22057,0.67398,0.0047,0.79756,0.63472,0.69626,0.39249,1.70167,1.25982,0.00995,0.0263172,0.0087724,0.0263172,0.0087724,0.0263172,0.0087724,0.0263172,0.0087724
250,742.702,1.23353,0.68455,0.00507,0.81889,0.63118,0.70506,0.39665,1.6744,1.24561,0.00979,0.0263023,0.00876745,0.0263023,0.00876745,0.0263023,0.00876745,0.0263023,0.00876745
251,745.626,1.22527,0.67489,0.00487,0.78887,0.62834,0.69612,0.40451,1.66032,1.22938,0.00964,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625
252,748.547,1.18016,0.6511,0.00487,0.79168,0.64942,0.72345,0.41985,1.63563,1.18248,0.00943,0.0262727,0.00875755,0.0262727,0.00875755,0.0262727,0.00875755,0.0262727,0.00875755
253,751.51,1.18992,0.66501,0.00475,0.76084,0.67763,0.7116,0.40596,1.65969,1.22266,0.00963,0.0262578,0.0087526,0.0262578,0.0087526,0.0262578,0.0087526,0.0262578,0.0087526
254,754.455,1.21548,0.6627,0.00489,0.75254,0.65221,0.69393,0.39623,1.65838,1.25452,0.00957,0.0262429,0.00874765,0.0262429,0.00874765,0.0262429,0.00874765,0.0262429,0.00874765
255,757.393,1.2354,0.68103,0.00496,0.77076,0.64101,0.69644,0.38966,1.68154,1.28267,0.00959,0.0262281,0.0087427,0.0262281,0.0087427,0.0262281,0.0087427,0.0262281,0.0087427
256,760.343,1.21932,0.69171,0.00478,0.74658,0.67434,0.69618,0.40268,1.64704,1.21924,0.00944,0.0262133,0.00873775,0.0262133,0.00873775,0.0262133,0.00873775,0.0262133,0.00873775
257,763.295,1.19234,0.64634,0.00486,0.7779,0.64225,0.68938,0.39172,1.66682,1.27966,0.0096,0.0261984,0.0087328,0.0261984,0.0087328,0.0261984,0.0087328,0.0261984,0.0087328
258,766.221,1.18718,0.65835,0.00491,0.78622,0.64449,0.70543,0.39822,1.66859,1.26031,0.00966,0.0261835,0.00872785,0.0261835,0.00872785,0.0261835,0.00872785,0.0261835,0.00872785
259,769.174,1.17822,0.65594,0.00487,0.80304,0.63735,0.69539,0.39189,1.66911,1.32551,0.00977,0.0261687,0.0087229,0.0261687,0.0087229,0.0261687,0.0087229,0.0261687,0.0087229
260,772.119,1.18425,0.64782,0.00476,0.79652,0.65547,0.70989,0.40973,1.64286,1.27312,0.00947,0.0261539,0.00871795,0.0261539,0.00871795,0.0261539,0.00871795,0.0261539,0.00871795
261,775.03,1.16652,0.646,0.00474,0.79396,0.64417,0.71593,0.40126,1.66016,1.27652,0.00943,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
262,777.958,1.23396,0.67971,0.00499,0.79052,0.66259,0.71575,0.407,1.65234,1.23286,0.00943,0.0261241,0.00870805,0.0261241,0.00870805,0.0261241,0.00870805,0.0261241,0.00870805
263,780.87,1.1941,0.65233,0.0047,0.77842,0.65262,0.70097,0.39758,1.6847,1.25479,0.00974,0.0261093,0.0087031,0.0261093,0.0087031,0.0261093,0.0087031,0.0261093,0.0087031
